Date,Hour,DayOfWeek,Month,Weekend,Weather,Holiday,Promotion,Reservations,WalkIns,Covers
2023-01-08,16,Sunday,1,0,Sunny,0,0,71,0,0
2023-01-08,17,Sunday,1,0,Sunny,0,0,71,1,13
2023-01-08,18,Sunday,1,0,Sunny,0,0,71,4,8
2023-01-08,19,Sunday,1,0,Sunny,0,0,71,7,8
2023-01-08,20,Sunday,1,0,Sunny,0,0,71,6,7
2023-01-08,21,Sunday,1,0,Sunny,0,0,71,2,5
2023-01-08,22,Sunday,1,0,Sunny,0,0,71,0,0
2023-01-09,11,Monday,1,0,Rainy,0,0,20,1,0
2023-01-09,12,Monday,1,0,Rainy,0,0,20,4,4
2023-01-09,13,Monday,1,0,Rainy,0,0,20,6,3
2023-01-09,14,Monday,1,0,Rainy,0,0,20,4,1
2023-01-09,15,Monday,1,0,Rainy,0,0,20,1,6
2023-01-09,16,Monday,1,0,Rainy,0,0,20,1,6
2023-01-09,17,Monday,1,0,Rainy,0,0,20,3,2
2023-01-09,18,Monday,1,0,Rainy,0,0,20,5,5
2023-01-09,19,Monday,1,0,Rainy,0,0,20,7,12
2023-01-09,20,Monday,1,0,Rainy,0,0,20,6,1
2023-01-09,21,Monday,1,0,Rainy,0,0,20,4,6
2023-01-09,22,Monday,1,0,Rainy,0,0,20,1,9
2023-01-10,11,Tuesday,1,0,Cloudy,1,0,72,0,9
2023-01-10,12,Tuesday,1,0,Cloudy,1,0,72,6,7
2023-01-10,13,Tuesday,1,0,Cloudy,1,0,72,9,11
2023-01-10,14,Tuesday,1,0,Cloudy,1,0,72,4,13
2023-01-10,15,Tuesday,1,0,Cloudy,1,0,72,0,2
2023-01-10,16,Tuesday,1,0,Cloudy,1,0,72,0,10
2023-01-10,17,Tuesday,1,0,Cloudy,1,0,72,3,14
2023-01-10,18,Tuesday,1,0,Cloudy,1,0,72,7,18
2023-01-10,19,Tuesday,1,0,Cloudy,1,0,72,12,14
2023-01-10,20,Tuesday,1,0,Cloudy,1,0,72,10,16
2023-01-10,21,Tuesday,1,0,Cloudy,1,0,72,4,8
2023-01-10,22,Tuesday,1,0,Cloudy,1,0,72,0,7
2023-01-11,11,Wednesday,1,0,Sunny,0,0,83,0,7
2023-01-11,12,Wednesday,1,0,Sunny,0,0,83,2,9
2023-01-11,13,Wednesday,1,0,Sunny,0,0,83,4,5
2023-01-11,14,Wednesday,1,0,Sunny,0,0,83,1,4
2023-01-11,15,Wednesday,1,0,Sunny,0,0,83,0,7
2023-01-11,16,Wednesday,1,0,Sunny,0,0,83,0,5
2023-01-11,17,Wednesday,1,0,Sunny,0,0,83,0,3
2023-01-11,18,Wednesday,1,0,Sunny,0,0,83,3,7
2023-01-11,19,Wednesday,1,0,Sunny,0,0,83,6,11
2023-01-11,20,Wednesday,1,0,Sunny,0,0,83,5,13
2023-01-11,21,Wednesday,1,0,Sunny,0,0,83,1,11
2023-01-11,22,Wednesday,1,0,Sunny,0,0,83,0,3
2023-01-12,11,Thursday,1,0,Cloudy,0,0,46,1,0
2023-01-12,12,Thursday,1,0,Cloudy,0,0,46,6,7
2023-01-12,13,Thursday,1,0,Cloudy,0,0,46,8,14
2023-01-12,14,Thursday,1,0,Cloudy,0,0,46,4,2
2023-01-12,15,Thursday,1,0,Cloudy,0,0,46,1,4
2023-01-12,16,Thursday,1,0,Cloudy,0,0,46,0,8
2023-01-12,17,Thursday,1,0,Cloudy,0,0,46,3,0
2023-01-12,18,Thursday,1,0,Cloudy,0,0,46,7,10
2023-01-12,19,Thursday,1,0,Cloudy,0,0,46,10,14
2023-01-12,20,Thursday,1,0,Cloudy,0,0,46,9,15
2023-01-12,21,Thursday,1,0,Cloudy,0,0,46,4,2
2023-01-12,22,Thursday,1,0,Cloudy,0,0,46,0,0
2023-01-13,11,Friday,1,1,Sunny,1,1,56,5,9
2023-01-13,12,Friday,1,1,Sunny,1,1,56,15,19
2023-01-13,13,Friday,1,1,Sunny,1,1,56,20,27
2023-01-13,14,Friday,1,1,Sunny,1,1,56,13,16
2023-01-13,15,Friday,1,1,Sunny,1,1,56,5,11
2023-01-13,16,Friday,1,1,Sunny,1,1,56,4,12
2023-01-13,17,Friday,1,1,Sunny,1,1,56,10,6
2023-01-13,18,Friday,1,1,Sunny,1,1,56,17,25
2023-01-13,19,Friday,1,1,Sunny,1,1,56,25,25
2023-01-13,20,Friday,1,1,Sunny,1,1,56,22,21
2023-01-13,21,Friday,1,1,Sunny,1,1,56,13,5
2023-01-13,22,Friday,1,1,Sunny,1,1,56,3,3
2023-01-14,11,Saturday,1,1,Sunny,0,0,35,4,0
2023-01-14,12,Saturday,1,1,Sunny,0,0,35,11,12
2023-01-14,13,Saturday,1,1,Sunny,0,0,35,14,21
2023-01-14,14,Saturday,1,1,Sunny,0,0,35,9,8
2023-01-14,15,Saturday,1,1,Sunny,0,0,35,4,2
2023-01-14,16,Saturday,1,1,Sunny,0,0,35,3,9
2023-01-14,17,Saturday,1,1,Sunny,0,0,35,7,11
2023-01-14,18,Saturday,1,1,Sunny,0,0,35,12,26
2023-01-14,19,Saturday,1,1,Sunny,0,0,35,17,13
2023-01-14,20,Saturday,1,1,Sunny,0,0,35,16,20
2023-01-14,21,Saturday,1,1,Sunny,0,0,35,9,12
2023-01-14,22,Saturday,1,1,Sunny,0,0,35,2,4
2023-01-15,11,Sunday,1,0,Sunny,0,0,50,0,5
2023-01-15,12,Sunday,1,0,Sunny,0,0,50,5,12
2023-01-15,13,Sunday,1,0,Sunny,0,0,50,8,12
2023-01-15,14,Sunday,1,0,Sunny,0,0,50,4,13
2023-01-15,15,Sunday,1,0,Sunny,0,0,50,0,2
2023-01-15,16,Sunday,1,0,Sunny,0,0,50,0,14
2023-01-15,17,Sunday,1,0,Sunny,0,0,50,3,9
2023-01-15,18,Sunday,1,0,Sunny,0,0,50,7,7
2023-01-15,19,Sunday,1,0,Sunny,0,0,50,10,9
2023-01-15,20,Sunday,1,0,Sunny,0,0,50,9,14
2023-01-15,21,Sunday,1,0,Sunny,0,0,50,4,7
2023-01-15,22,Sunday,1,0,Sunny,0,0,50,0,5
2023-01-16,11,Monday,1,0,Cloudy,0,0,21,3,3
2023-01-16,12,Monday,1,0,Cloudy,0,0,21,7,9
2023-01-16,13,Monday,1,0,Cloudy,0,0,21,10,19
2023-01-16,14,Monday,1,0,Cloudy,0,0,21,6,13
2023-01-16,15,Monday,1,0,Cloudy,0,0,21,3,0
2023-01-16,16,Monday,1,0,Cloudy,0,0,21,2,0
2023-01-16,17,Monday,1,0,Cloudy,0,0,21,5,5
2023-01-16,18,Monday,1,0,Cloudy,0,0,21,8,2
2023-01-16,19,Monday,1,0,Cloudy,0,0,21,12,7
2023-01-16,20,Monday,1,0,Cloudy,0,0,21,11,5
2023-01-16,21,Monday,1,0,Cloudy,0,0,21,6,2
2023-01-16,22,Monday,1,0,Cloudy,0,0,21,2,8
2023-01-17,11,Tuesday,1,0,Cloudy,0,1,34,3,6
2023-01-17,12,Tuesday,1,0,Cloudy,0,1,34,8,12
2023-01-17,13,Tuesday,1,0,Cloudy,0,1,34,11,17
2023-01-17,14,Tuesday,1,0,Cloudy,0,1,34,7,13
2023-01-17,15,Tuesday,1,0,Cloudy,0,1,34,3,0
2023-01-17,16,Tuesday,1,0,Cloudy,0,1,34,2,0
2023-01-17,17,Tuesday,1,0,Cloudy,0,1,34,6,10
2023-01-17,18,Tuesday,1,0,Cloudy,0,1,34,10,14
2023-01-17,19,Tuesday,1,0,Cloudy,0,1,34,14,18
2023-01-17,20,Tuesday,1,0,Cloudy,0,1,34,12,29
2023-01-17,21,Tuesday,1,0,Cloudy,0,1,34,7,11
2023-01-17,22,Tuesday,1,0,Cloudy,0,1,34,2,8
2023-01-18,11,Wednesday,1,0,Sunny,0,1,39,2,5
2023-01-18,12,Wednesday,1,0,Sunny,0,1,39,8,11
2023-01-18,13,Wednesday,1,0,Sunny,0,1,39,11,9
2023-01-18,14,Wednesday,1,0,Sunny,0,1,39,6,2
2023-01-18,15,Wednesday,1,0,Sunny,0,1,39,2,5
2023-01-18,16,Wednesday,1,0,Sunny,0,1,39,1,0
2023-01-18,17,Wednesday,1,0,Sunny,0,1,39,5,7
2023-01-18,18,Wednesday,1,0,Sunny,0,1,39,9,9
2023-01-18,19,Wednesday,1,0,Sunny,0,1,39,13,8
2023-01-18,20,Wednesday,1,0,Sunny,0,1,39,12,16
2023-01-18,21,Wednesday,1,0,Sunny,0,1,39,6,7
2023-01-18,22,Wednesday,1,0,Sunny,0,1,39,1,4
2023-01-19,11,Thursday,1,0,Sunny,0,0,85,0,0
2023-01-19,12,Thursday,1,0,Sunny,0,0,85,2,10
2023-01-19,13,Thursday,1,0,Sunny,0,0,85,5,9
2023-01-19,14,Thursday,1,0,Sunny,0,0,85,1,11
2023-01-19,15,Thursday,1,0,Sunny,0,0,85,0,3
2023-01-19,16,Thursday,1,0,Sunny,0,0,85,0,6
2023-01-19,17,Thursday,1,0,Sunny,0,0,85,0,5
2023-01-19,18,Thursday,1,0,Sunny,0,0,85,4,12
2023-01-19,19,Thursday,1,0,Sunny,0,0,85,7,20
2023-01-19,20,Thursday,1,0,Sunny,0,0,85,6,10
2023-01-19,21,Thursday,1,0,Sunny,0,0,85,1,7
2023-01-19,22,Thursday,1,0,Sunny,0,0,85,0,1
2023-01-20,11,Friday,1,1,Cloudy,1,0,81,2,4
2023-01-20,12,Friday,1,1,Cloudy,1,0,81,11,16
2023-01-20,13,Friday,1,1,Cloudy,1,0,81,16,24
2023-01-20,14,Friday,1,1,Cloudy,1,0,81,9,18
2023-01-20,15,Friday,1,1,Cloudy,1,0,81,2,3
2023-01-20,16,Friday,1,1,Cloudy,1,0,81,1,5
2023-01-20,17,Friday,1,1,Cloudy,1,0,81,7,11
2023-01-20,18,Friday,1,1,Cloudy,1,0,81,14,17
2023-01-20,19,Friday,1,1,Cloudy,1,0,81,20,33
2023-01-20,20,Friday,1,1,Cloudy,1,0,81,18,25
2023-01-20,21,Friday,1,1,Cloudy,1,0,81,9,9
2023-01-20,22,Friday,1,1,Cloudy,1,0,81,0,9
2023-01-21,11,Saturday,1,1,Rainy,0,0,90,0,13
2023-01-21,12,Saturday,1,1,Rainy,0,0,90,4,11
2023-01-21,13,Saturday,1,1,Rainy,0,0,90,6,19
2023-01-21,14,Saturday,1,1,Rainy,0,0,90,2,7
2023-01-21,15,Saturday,1,1,Rainy,0,0,90,0,5
2023-01-21,16,Saturday,1,1,Rainy,0,0,90,0,1
2023-01-21,17,Saturday,1,1,Rainy,0,0,90,1,5
2023-01-21,18,Saturday,1,1,Rainy,0,0,90,5,10
2023-01-21,19,Saturday,1,1,Rainy,0,0,90,9,14
2023-01-21,20,Saturday,1,1,Rainy,0,0,90,8,12
2023-01-21,21,Saturday,1,1,Rainy,0,0,90,2,6
2023-01-21,22,Saturday,1,1,Rainy,0,0,90,0,8
2023-01-22,11,Sunday,1,0,Sunny,0,0,85,0,10
2023-01-22,12,Sunday,1,0,Sunny,0,0,85,1,2
2023-01-22,13,Sunday,1,0,Sunny,0,0,85,3,8
2023-01-22,14,Sunday,1,0,Sunny,0,0,85,0,7
2023-01-22,15,Sunday,1,0,Sunny,0,0,85,0,9
2023-01-22,16,Sunday,1,0,Sunny,0,0,85,0,0
2023-01-22,17,Sunday,1,0,Sunny,0,0,85,0,10
2023-01-22,18,Sunday,1,0,Sunny,0,0,85,2,9
2023-01-22,19,Sunday,1,0,Sunny,0,0,85,5,8
2023-01-22,20,Sunday,1,0,Sunny,0,0,85,4,12
2023-01-22,21,Sunday,1,0,Sunny,0,0,85,0,7
2023-01-22,22,Sunday,1,0,Sunny,0,0,85,0,0
2023-01-23,11,Monday,1,0,Cloudy,0,1,28,3,6
2023-01-23,12,Monday,1,0,Cloudy,0,1,28,9,14
2023-01-23,13,Monday,1,0,Cloudy,0,1,28,12,16
2023-01-23,14,Monday,1,0,Cloudy,0,1,28,8,14
2023-01-23,15,Monday,1,0,Cloudy,0,1,28,3,0
2023-01-23,16,Monday,1,0,Cloudy,0,1,28,3,5
2023-01-23,17,Monday,1,0,Cloudy,0,1,28,6,9
2023-01-23,18,Monday,1,0,Cloudy,0,1,28,11,14
2023-01-23,19,Monday,1,0,Cloudy,0,1,28,15,21
2023-01-23,20,Monday,1,0,Cloudy,0,1,28,13,16
2023-01-23,21,Monday,1,0,Cloudy,0,1,28,8,5
2023-01-23,22,Monday,1,0,Cloudy,0,1,28,2,6
2023-01-24,11,Tuesday,1,0,Sunny,0,0,73,0,1
2023-01-24,12,Tuesday,1,0,Sunny,0,0,73,3,3
2023-01-24,13,Tuesday,1,0,Sunny,0,0,73,5,11
2023-01-24,14,Tuesday,1,0,Sunny,0,0,73,2,6
2023-01-24,15,Tuesday,1,0,Sunny,0,0,73,0,8
2023-01-24,16,Tuesday,1,0,Sunny,0,0,73,0,0
2023-01-24,17,Tuesday,1,0,Sunny,0,0,73,0,12
2023-01-24,18,Tuesday,1,0,Sunny,0,0,73,4,6
2023-01-24,19,Tuesday,1,0,Sunny,0,0,73,7,8
2023-01-24,20,Tuesday,1,0,Sunny,0,0,73,6,8
2023-01-24,21,Tuesday,1,0,Sunny,0,0,73,2,15
2023-01-24,22,Tuesday,1,0,Sunny,0,0,73,0,2
2023-01-25,11,Wednesday,1,0,Sunny,0,0,54,0,7
2023-01-25,12,Wednesday,1,0,Sunny,0,0,54,5,10
2023-01-25,13,Wednesday,1,0,Sunny,0,0,54,8,15
2023-01-25,14,Wednesday,1,0,Sunny,0,0,54,4,10
2023-01-25,15,Wednesday,1,0,Sunny,0,0,54,0,0
2023-01-25,16,Wednesday,1,0,Sunny,0,0,54,0,1
2023-01-25,17,Wednesday,1,0,Sunny,0,0,54,3,9
2023-01-25,18,Wednesday,1,0,Sunny,0,0,54,6,12
2023-01-25,19,Wednesday,1,0,Sunny,0,0,54,10,13
2023-01-25,20,Wednesday,1,0,Sunny,0,0,54,9,13
2023-01-25,21,Wednesday,1,0,Sunny,0,0,54,4,13
2023-01-25,22,Wednesday,1,0,Sunny,0,0,54,0,0
2023-01-26,11,Thursday,1,0,Rainy,0,0,58,0,5
2023-01-26,12,Thursday,1,0,Rainy,0,0,58,1,0
2023-01-26,13,Thursday,1,0,Rainy,0,0,58,2,2
2023-01-26,14,Thursday,1,0,Rainy,0,0,58,0,7
2023-01-26,15,Thursday,1,0,Rainy,0,0,58,0,4
2023-01-26,16,Thursday,1,0,Rainy,0,0,58,0,0
2023-01-26,17,Thursday,1,0,Rainy,0,0,58,0,0
2023-01-26,18,Thursday,1,0,Rainy,0,0,58,2,5
2023-01-26,19,Thursday,1,0,Rainy,0,0,58,4,5
2023-01-26,20,Thursday,1,0,Rainy,0,0,58,3,5
2023-01-26,21,Thursday,1,0,Rainy,0,0,58,0,2
2023-01-26,22,Thursday,1,0,Rainy,0,0,58,0,5
2023-01-27,11,Friday,1,1,Rainy,0,0,82,0,4
2023-01-27,12,Friday,1,1,Rainy,0,0,82,4,18
2023-01-27,13,Friday,1,1,Rainy,0,0,82,7,9
2023-01-27,14,Friday,1,1,Rainy,0,0,82,3,8
2023-01-27,15,Friday,1,1,Rainy,0,0,82,0,5
2023-01-27,16,Friday,1,1,Rainy,0,0,82,0,0
2023-01-27,17,Friday,1,1,Rainy,0,0,82,2,2
2023-01-27,18,Friday,1,1,Rainy,0,0,82,6,13
2023-01-27,19,Friday,1,1,Rainy,0,0,82,10,23
2023-01-27,20,Friday,1,1,Rainy,0,0,82,8,15
2023-01-27,21,Friday,1,1,Rainy,0,0,82,3,9
2023-01-27,22,Friday,1,1,Rainy,0,0,82,0,4
2023-01-28,11,Saturday,1,1,Rainy,0,0,81,0,5
2023-01-28,12,Saturday,1,1,Rainy,0,0,81,4,7
2023-01-28,13,Saturday,1,1,Rainy,0,0,81,6,10
2023-01-28,14,Saturday,1,1,Rainy,0,0,81,2,8
2023-01-28,15,Saturday,1,1,Rainy,0,0,81,0,0
2023-01-28,16,Saturday,1,1,Rainy,0,0,81,0,0
2023-01-28,17,Saturday,1,1,Rainy,0,0,81,1,4
2023-01-28,18,Saturday,1,1,Rainy,0,0,81,5,10
2023-01-28,19,Saturday,1,1,Rainy,0,0,81,9,16
2023-01-28,20,Saturday,1,1,Rainy,0,0,81,7,18
2023-01-28,21,Saturday,1,1,Rainy,0,0,81,2,11
2023-01-28,22,Saturday,1,1,Rainy,0,0,81,0,2
2023-01-29,11,Sunday,1,0,Sunny,0,0,89,0,0
2023-01-29,12,Sunday,1,0,Sunny,0,0,89,1,6
2023-01-29,13,Sunday,1,0,Sunny,0,0,89,3,15
2023-01-29,14,Sunday,1,0,Sunny,0,0,89,0,0
2023-01-29,15,Sunday,1,0,Sunny,0,0,89,0,7
2023-01-29,16,Sunday,1,0,Sunny,0,0,89,0,6
2023-01-29,17,Sunday,1,0,Sunny,0,0,89,0,8
2023-01-29,18,Sunday,1,0,Sunny,0,0,89,2,11
2023-01-29,19,Sunday,1,0,Sunny,0,0,89,5,7
2023-01-29,20,Sunday,1,0,Sunny,0,0,89,4,14
2023-01-29,21,Sunday,1,0,Sunny,0,0,89,0,4
2023-01-29,22,Sunday,1,0,Sunny,0,0,89,0,0
2023-01-30,11,Monday,1,0,Sunny,0,0,44,1,4
2023-01-30,12,Monday,1,0,Sunny,0,0,44,5,8
2023-01-30,13,Monday,1,0,Sunny,0,0,44,7,10
2023-01-30,14,Monday,1,0,Sunny,0,0,44,4,3
2023-01-30,15,Monday,1,0,Sunny,0,0,44,1,4
2023-01-30,16,Monday,1,0,Sunny,0,0,44,0,4
2023-01-30,17,Monday,1,0,Sunny,0,0,44,3,11
2023-01-30,18,Monday,1,0,Sunny,0,0,44,6,12
2023-01-30,19,Monday,1,0,Sunny,0,0,44,9,20
2023-01-30,20,Monday,1,0,Sunny,0,0,44,8,7
2023-01-30,21,Monday,1,0,Sunny,0,0,44,4,10
2023-01-30,22,Monday,1,0,Sunny,0,0,44,0,3
2023-01-31,11,Tuesday,1,0,Rainy,0,0,69,0,2
2023-01-31,12,Tuesday,1,0,Rainy,0,0,69,1,9
2023-01-31,13,Tuesday,1,0,Rainy,0,0,69,2,1
2023-01-31,14,Tuesday,1,0,Rainy,0,0,69,0,8
2023-01-31,15,Tuesday,1,0,Rainy,0,0,69,0,2
2023-01-31,16,Tuesday,1,0,Rainy,0,0,69,0,0
2023-01-31,17,Tuesday,1,0,Rainy,0,0,69,0,8
2023-01-31,18,Tuesday,1,0,Rainy,0,0,69,1,0
2023-01-31,19,Tuesday,1,0,Rainy,0,0,69,4,1
2023-01-31,20,Tuesday,1,0,Rainy,0,0,69,3,9
2023-01-31,21,Tuesday,1,0,Rainy,0,0,69,0,7
2023-01-31,22,Tuesday,1,0,Rainy,0,0,69,0,5
2023-02-01,11,Wednesday,2,0,Sunny,0,0,25,2,0
2023-02-01,12,Wednesday,2,0,Sunny,0,0,25,7,16
2023-02-01,13,Wednesday,2,0,Sunny,0,0,25,9,15
2023-02-01,14,Wednesday,2,0,Sunny,0,0,25,6,6
2023-02-01,15,Wednesday,2,0,Sunny,0,0,25,2,0
2023-02-01,16,Wednesday,2,0,Sunny,0,0,25,2,9
2023-02-01,17,Wednesday,2,0,Sunny,0,0,25,4,5
2023-02-01,18,Wednesday,2,0,Sunny,0,0,25,8,14
2023-02-01,19,Wednesday,2,0,Sunny,0,0,25,11,6
2023-02-01,20,Wednesday,2,0,Sunny,0,0,25,10,9
2023-02-01,21,Wednesday,2,0,Sunny,0,0,25,6,8
2023-02-01,22,Wednesday,2,0,Sunny,0,0,25,1,3
2023-02-02,11,Thursday,2,0,Sunny,0,0,68,0,7
2023-02-02,12,Thursday,2,0,Sunny,0,0,68,3,11
2023-02-02,13,Thursday,2,0,Sunny,0,0,68,5,4
2023-02-02,14,Thursday,2,0,Sunny,0,0,68,2,4
2023-02-02,15,Thursday,2,0,Sunny,0,0,68,0,1
2023-02-02,16,Thursday,2,0,Sunny,0,0,68,0,0
2023-02-02,17,Thursday,2,0,Sunny,0,0,68,1,2
2023-02-02,18,Thursday,2,0,Sunny,0,0,68,4,6
2023-02-02,19,Thursday,2,0,Sunny,0,0,68,7,13
2023-02-02,20,Thursday,2,0,Sunny,0,0,68,6,12
2023-02-02,21,Thursday,2,0,Sunny,0,0,68,2,6
2023-02-02,22,Thursday,2,0,Sunny,0,0,68,0,1
2023-02-03,11,Friday,2,1,Sunny,0,0,39,3,10
2023-02-03,12,Friday,2,1,Sunny,0,0,39,9,12
2023-02-03,13,Friday,2,1,Sunny,0,0,39,12,23
2023-02-03,14,Friday,2,1,Sunny,0,0,39,8,18
2023-02-03,15,Friday,2,1,Sunny,0,0,39,3,5
2023-02-03,16,Friday,2,1,Sunny,0,0,39,2,8
2023-02-03,17,Friday,2,1,Sunny,0,0,39,6,11
2023-02-03,18,Friday,2,1,Sunny,0,0,39,11,19
2023-02-03,19,Friday,2,1,Sunny,0,0,39,16,15
2023-02-03,20,Friday,2,1,Sunny,0,0,39,14,19
2023-02-03,21,Friday,2,1,Sunny,0,0,39,8,15
2023-02-03,22,Friday,2,1,Sunny,0,0,39,1,0
2023-02-04,11,Saturday,2,1,Sunny,0,1,84,0,10
2023-02-04,12,Saturday,2,1,Sunny,0,1,84,8,14
2023-02-04,13,Saturday,2,1,Sunny,0,1,84,12,19
2023-02-04,14,Saturday,2,1,Sunny,0,1,84,6,4
2023-02-04,15,Saturday,2,1,Sunny,0,1,84,0,5
2023-02-04,16,Saturday,2,1,Sunny,0,1,84,0,11
2023-02-04,17,Saturday,2,1,Sunny,0,1,84,4,14
2023-02-04,18,Saturday,2,1,Sunny,0,1,84,10,18
2023-02-04,19,Saturday,2,1,Sunny,0,1,84,16,22
2023-02-04,20,Saturday,2,1,Sunny,0,1,84,14,24
